순번,업소명,연락처,팩스,주소,영업시간,휴무일,기본정보,장애인 편의 시설,주출입구,장애인전용주차구역,출입문 문 폭,복도/통로,장애인용 엘리베이터,장애인용 화장실,음식점 좌석/테이블,장애인용 관람석,접수대 작업대,샤워실 탈의실,테이블/진열대 등 통로 폭,장애인용 객실,여객시설,비치용품,이용가능댓수,턱 치수 *삭제된 항목,단차 cm,메뉴명,경도,위도,다음 경도,다음 위도,소분류,접근여부,엘리베이터 여부,화장실 여부,경사로 여부,,,,2
1901,키쓰바이크,02-929-0319,,서울시 성북구 보문로 14길25,㏂10:00~㏘18:00,토요일 일요일 공휴일,,지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 미만),이동가능,,,,,,,이용가능(80cm 이상),,,,,,,생활,127.02361,37.58072,202085.4753,453463.3206,슈퍼마켓 등 판매점,2,2,2,2,,,,2
1902,기흥공인중개사,02-812-8370,,서울시 동작구 본동 150 쌍용상가 105호,㏂09:00~㏘20:00,,,,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,생활,126.95307,37.51222,195850.8702,445861.4213,부동산,2,,2,3,,,,2
1903,한진택배,02-711-3030,,서울시 용산구 한강로3가 16-91 한강그랜드 오피스텔 103호,,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.95504,37.5311,196026.0414,447956.7794,슈퍼마켓 등 판매점,1,2,2,1,,,,2
1904,믿음부동산,02-711-3989,,서울시 용산구 이촌로 22길 12,㏂10:00~㏘20:00,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.95588,37.52554,196099.9985,447339.6533,부동산,1,2,2,1,,,,2
1905,영스튜디오,02-917-4614,,서울시 성북구 장위동 66,㏂09:00~㏘21:00,매주 일요일,사진관,주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,생활,127.05475,37.61237,204834.029,456977.2655,사진관,1,2,2,1,,,,2
1906,좋은공연안내센터,1599-7838,,서울시 종로구 대학로 104 마로니에공원,㏂11:00~㏘19:00 주말~㏘18:00,매주 월요일,마로니에 공원 내에 있음,장애인용화장실주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,남녀별도자동문대변기 전면/측면 모두 접근 가능,,,이용불편(높이 90cm 이하),,,,,,,,,문화,127.00251,37.58034,200221.7099,453420.8859,복지시설,1,2,1,1,,,,1
1907,운동화손세탁이불 안암점,02-923-8284,,서울시 성북구 인촌로 7가길44,㏂09:00~㏘19:00,일요일 공휴일,,지상버스접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,127.0234,37.58679,202066.7582,454137.0169,슈퍼마켓 등 판매점,2,2,2,1,,,,2
1908,동소문동 장애인자립센터,02-6082-2421,,서울시 성북구 동소문로 3길 36,㏂10:00~㏘18:00,토요일 일요일 공휴일,,일반엘리베이터일반주차장지하철접근가능지상버스접근가능,,일반 주차장만 있음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,127.00744,37.58996,200657.0952,454488.6197,복지시설,2,2,2,4,,,,2
1909,관훈동 우편취급국,02-725-0100,,서울시 종로구 수송동 58,㏂09:00~㏘16:00,토요일 일요일 공휴일,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,금융,126.98183,37.57256,198394.8657,452557.5478,은행,1,2,2,2,,,,2
1910,관훈동 우편취급국,02-725-0100,,서울시 종로구 수송동 58,㏂09:00~㏘16:00,토요일 일요일 공휴일,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,126.98183,37.57256,198394.8657,452557.5478,공공시설,1,2,2,2,,,,2
1911,성락공인중개사,02-764-3301,,서울시 성북구 성북로 114,㏂08:00~㏘22:00,명절휴무,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.99654,37.59351,199694.4299,454882.6094,부동산,1,2,2,2,,,,2
1912,현대자동차블루핸즈 성북삼선교점,02-763-8204,,서울시 성북구 성북로 38,㏂08:30~㏘19:00,매주 일요일,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,127.00378,37.59131,200333.8407,454638.4352,슈퍼마켓 등 판매점,1,2,2,2,,,,2
1913,우진기획 인테리어,02-766-3340,,서울시 성북구 창경궁로 322,㏂08:00~㏘18:00,매주 일요일,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,일반주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,127.00527,37.5879,200465.4553,454259.97,슈퍼마켓 등 판매점,1,2,2,2,,,,2
1914,중앙대학교,02-820-5114,,서울시 동작구 흑석로 84,,,건물 주출입구 단차 및 경사로 기울기는 건물마다 다름  건물마다 장애인전용주차구여 있음(크기 다름),장애인용화장실장애인용엘리베이터장애인용주차장,경사로 이용불편(기울기 5도 초과),이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,,,,,,,,,,생활,126.95383,37.50473,195917.6547,445030.0939,교육,2,1,1,3,,,,1
1915,성북세탁,02-766-5194,,서울시 성북구 성북로 42,㏂08:00~㏘21:00,매주 일요일,들어가는 입구에 계단이나 턱이 없음,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),,,,,,,,,,,,,,,생활,127.00349,37.59164,200308.2273,454675.0605,슈퍼마켓 등 판매점,1,2,2,1,,,,2
1916,이음센터(한국장애인문화예술원),02-760-9700,,서울시 종로구 대학로 112 예총회관 4층,㏂09:00~㏘18:00,주말,,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,1개씩 이동 가능한 좌석,,,,이용가능(80cm 이상),,,,1,,,문화,127.0024,37.58119,200211.9911,453515.2259,공공시설,1,1,1,1,,,,1
1917,시흥3동 우편취급국,02-803-0205,,서울시 금천구 시흥동 983-8 1층,,,,,,,이용가능(80cm 이상),,,,,,,,,,,,,,,공공,126.90293,37.44098,191409.7898,437958.1253,공공시설,2,,2,4,,,,2
1918,은평구청,02-351-6114,,서울시 은평구 녹번동 84,,,,장애인용화장실일반화장실장애인용엘리베이터장애인용주차장,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),이동가능,음성신호장치 설치,남녀별도커튼식 접이문대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,3.2m×5.0m,,,공공,126.92888,37.60267,193719.8027,455901.6403,공공시설,1,1,1,2,,,,1
1919,금나래아트홀,02-2627-2981,,서울시 금천구 시흥동 113-79,,,,,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),,,남녀별도자동문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,장애인용 관람석 맨 뒤비장애인 동석 불가능,,,,,,,,,,공공,126.89444,37.45612,190660.3493,439639.2628,공공시설,2,,2,2,,,,2
1920,금천구청,02-2627-2114,,서울시 금천구 시흥동 1020,,,,,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),이동가능,,남녀별도자동문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.89541,37.45682,190746.2585,439716.8575,공공시설,2,,2,2,,,,2
1921,서울수색우체국,02-302-0205,,서울시 은평구 수색동 101-7,,,,,,,이용가능(80cm 이상),,,,,,,,,,,,,,,공공,126.89659,37.58174,190865.9006,453581.2942,공공시설,2,,2,4,,,,2
1922,역촌동 주민센터,02-351-5921,,서울시 은평구 역촌동 62-26,,,,일반화장실주출입구단차없음,턱이나계단없음,이용가능,이용가능(80cm 이상),,,,,,,,,,,,2.2m×5.0m,,,공공,126.9152,37.60439,192511.9729,456093.5443,공공시설,1,2,2,1,,,,2
1923,구립증산정보도서관,02-307-6030,,서울시 은평구 증산로5길 6,,,,일반화장실일반엘리베이터,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),이동가능,일반 엘리베이터만 있음,자동문대변기 측면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,,,,공공,126.9076,37.58275,191838.5131,453692.3792,공공시설,2,2,2,2,,,,2
1924,서울녹번동 우편취급소,02-385-0004,,서울시 은평구 녹번동 5-21,,,,,,이용가능,이용가능(80cm 이상),,,,,,,,,,,,,,,공공,126.93561,37.60705,194314.4237,456387.3434,공공시설,2,,2,4,,,,2
1925,불광1동주민센터,02-351-5035,,서울시 은평구 불광동 613-1,,,홈페이지 www.ep.go.kr,,,이용가능,이용가능(80cm 이상),,,안쪽 열림 여닫이문대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.93206,37.61033,194001.2254,456751.6086,공공시설,2,,2,4,,,,2
1926,마포구청,02-3153-8114,,서울시 마포구 성산동 370,,,,장애인용화장실일반화장실장애인용엘리베이터장애인용주차장,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀공용자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,,,,,,,3.3m×5.0m,,,공공,126.90194,37.56624,191336.6653,451860.4661,공공시설,1,1,1,2,,,,1
1927,마포보건소,02-330-2544,,서울시 마포구 성산동 370,,,,장애인용화장실일반화장실장애인용엘리베이터장애인용주차장주출입구단차없음,턱이나계단없음,이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,,,,,,,3.3m×5.0m,,,공공,126.90194,37.56624,191336.6653,451860.4661,공공시설,1,1,1,1,,,,1
1928,마포청소년수련관,02-3153-5900,,서울시 마포구 성산동 368-1,,,,일반화장실장애인용엘리베이터장애인용주차장,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치,남녀공용대변기 손잡이 이용 가능,,,,,,,,,3.3m×5.0m,,,공공,126.90264,37.56598,191398.4785,451831.5448,공공시설,1,1,2,2,,,,2
1929,서교동우체국,02-332-0288,,서울시 마포구 서교동 394-43,,,,일반화장실주출입구단차없음,턱이나계단없음,,이용가능(80cm 이상),,,,,,,,,,,,,,,공공,126.91565,37.55037,192546.3262,450097.9084,공공시설,1,2,2,1,,,,2
1930,서부지방법원,02-3271-1114,,서울시 마포구 공덕동 105-1,,,,일반화장실장애인용엘리베이터장애인용주차장,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도안쪽 열림 여닫이문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,,,,,,,,,,,공공,126.95549,37.54944,196066.7798,449992.2768,공공시설,1,1,2,2,,,,2
1931,서부지방검찰청,02-3270-4000,,서울시 마포구 공덕동 105-1,,,,장애인용엘리베이터장애인용주차장,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,,,,,,,,,,,,,공공,126.95549,37.54944,196066.7798,449992.2768,공공시설,1,1,2,2,,,,2
1932,해치마당,,,서울시 종로구 세종로 175,,,,장애인용화장실일반화장실장애인용엘리베이터주출입구단차없음,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,,,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도자동문대변기 측면만 접근 가능대변기 손잡이 이용 불편,,,,,,,,,,,,공공,126.97617,37.57185,197894.8424,452478.8578,공공시설,1,1,1,2,,,,1
1933,서울송천동우체국,02-982-0114,,서울시 강북구 송천동 62-6,,,,일반화장실,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,,,,,,,,공공,127.02954,37.61547,202608.06,457320.3327,공공시설,2,2,2,2,,,,2
1934,신정4동문화센터 개울작은도서관,02-2696-8910,,서울시 양천구 신정4동 915-2  신정4동문화센터 1층,,,주택가 골목에 있어 찾기는 조금 어려우나 아담하고 조용해 좋음.,장애인용화장실일반주차장주출입구단차없음,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,남녀공용자동문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.85664,37.52598,187327.7182,447397.23,공공시설,1,2,1,2,,,,1
1935,서울 메트로 지하철2호선 합정역,02-6110-2381,,서울시 마포구 양화로 55,,,,장애인용화장실지하철접근가능,,,,,,남녀별도자동문바깥 열림 여닫이문안쪽 열림 여닫이문대변기 측면만 접근 가능대변기 손잡이 이용 가,,,,,,,,,,,,공공,126.91516,37.55102,192503.0919,450170.0896,공공시설,2,2,1,4,,,,1
1936,곰달래 문화복지센터,02-2607-9113,,서울시 강서구 화곡8동 890,,,지하 123 층 - 주차장  1층 - 로비  2층 - 근린생활시설 강서희망나눔복지재단  3층 - 곰달래어르신복지센터   4층 - 강서구건강가정지원센터 강서구다문화가족지원센터  5 6층 - 곰달래도서관  7층 - 강당,장애인용화장실장애인용엘리베이터일반엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접,턱이나계단없음,이용가능,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도미닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,,,,공공,126.84891,37.52905,186644.9732,447739.0316,공공시설,1,1,1,1,,,,1
1937,목5동주민센터 1층민원실,02-2620-4020,,서울시 양천구 목5동 907-3 1층,,,주차장은 인근 공용 주차장 이용.   장애인용 화장실 있으나 통로도 좁고 계단 옆에 위치해 위험함. 사용이 어려움.,장애인용화장실주출입구단차없음지상버스접근가능,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,남녀별도안쪽 열림 여닫이문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.87859,37.53519,189269.3049,448416.6957,공공시설,1,2,1,2,,,,1
1938,서울의지,02-795-3938,,서울시 용산구 한강로3가 40-730,,,,주출입구단차없음지하철접근가능지상버스접근가능휠체어대여,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),출입구에 턱이나 계단 없음,,,,,,,,공공,126.96433,37.52605,196846.9604,447395.9401,공공시설,1,2,2,2,,,,2
1939,제오헤어 숙대점,02-701-2006,,서울시 용산구 청파동 2가 90-20,,,,일반화장실주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.96949,37.54498,197303.7588,449496.777,공공시설,1,2,2,1,,,,2
1940,스킨푸드 숙대점,02-703-4191,,서울시 용산구 청파동 2가 66-1,,,,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.96731,37.54493,197111.1051,449491.2924,공공시설,1,2,2,2,,,,2
1941,OK포인트 아이안경콘택트 대방점,02-817-1001,,서울시 동작구 대방동 354-1,,,,일반화장실주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),출입구에 턱이나 계단 없음,,,,,,,,공공,126.92515,37.51024,193382.259,445643.2639,공공시설,1,2,2,2,,,,2
1942,동작구구청,02-820-1114,,서울시 동작구 노량진 47-2,,,,일반화장실장애인용엘리베이터일반엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접근가,턱이나계단없음,,이용가능(80cm 이상),이동가능,,자동문대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),출입구에 턱이나 계단 없음,,,,,,,,공공,126.93946,37.51229,194647.6009,445869.8776,공공시설,1,1,2,1,,,,2
1943,아이앤아이 안경,02-815-8020,,서울시 동작구 대방동 502 현대상가,,,,일반화장실주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,,,이용불편(높이 90cm 이하),출입구에 턱이나 계단 없음,,,,,,,,공공,126.93077,37.5127,193879.3431,445915.9122,공공시설,1,2,2,1,,,,2
1944,아이원 안경 상도점,02-816-2264,,서울시 동작구 상도3동 343-1,,,,일반화장실주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 미만),이동가능,,,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.93181,37.50069,193970.3241,444582.889,공공시설,1,2,2,1,,,,2
1945,신정7동 주민센터 민원실,02-2620-4305,,서울시 양천구 신정7동 324-5 신정7동 주민센터  1층,,,경사로를 돌려놓고 경사 입구에 나무들이 많아 찾기 힘듦.  화장실도 공간 쫍고 계단 옆에 있어 위험해 보임.,장애인용화장실일반주차장지상버스접근가능,경사로 이용가능(기울기 5도 이하),일반 주차장만 있음,이용가능(80cm 이상),이동가능,,남녀별도바깥 열림 여닫이문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.85961,37.51438,187588.3297,446109.379,공공시설,2,2,1,2,,,,1
1946,한양사이버대학교,02-2290-0114,,서울시 성동구 행당동 17,,,건물 4층 일반화장실 내에 장애인화장실 있음,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도미닫이문대변기 전면만 접근 가능,,,,,,,,,,,,공공,127.04248,37.55857,203753.377,451005.5148,공공시설,1,1,1,2,,,,1
1947,신정3동 주민센터,02-2620-4230,,서울시 양천구 신정3동 1263 1층 민원실,,,,장애인용화장실장애인용엘리베이터장애인용주차장일반주차장지상버스접근가능,,이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치,,,,이용불편(높이 90cm 초과),,,,,,1,,,공공,126.85478,37.51512,187161.4431,446192.1578,공공시설,2,1,1,4,,,,1
1948,양천소방서,02-2655-1119,,서울시 양천구 목1동 919-6,,,장애인 전용 화장실이 여성 쪽에만 있음.  민원창구 앞 화단 있어 불편함.,장애인용화장실장애인용엘리베이터장애인용주차장일반주차장지상버스접근가능,,이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치,,,,이용불편(높이 90cm 초과),,,,,,2,,,공공,126.87225,37.53033,188708.2178,447878.0377,공공시설,2,1,1,4,,,,1
1949,IBK기업은행 망원동지점,02-337-7462,,서울시 마포구 망원동 478-11,,,,,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하)2,,,,,,,,,공공,126.90669,37.55924,191755.5437,451083.121,공공시설,2,,2,2,,,,2
1950,남영동우체국,02-793-2005,,서울시 용산구 두텁바위로 6-1,,,,일반화장실지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,,,,,,,,,,,,공공,126.97284,37.54505,197599.8085,449504.4554,공공시설,2,2,2,1,,,,2
1951,후암동 우체국,02-754-2005,,서울시 용산구 후암동 58-1,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,,,,,,,,,,,,공공,126.97956,37.55067,198193.8059,450128.0573,공공시설,2,2,2,2,,,,2
1952,남영동주민센터,02-2199-8440,,서울시 용산구 두텁바위로 25,,,,일반화장실장애인용엘리베이터장애인용주차장지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,미닫이문,,,,,,,,,,,,공공,126.97334,37.54589,197644.0211,449597.6726,공공시설,1,1,2,2,,,,2
1953,사당동 우체국,02-583-2005,,서울시 동작구 동작대로 75,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,,,,,,,,,,,,공공,126.98141,37.48338,198355.8067,442659.684,공공시설,2,2,2,2,,,,2
1954,노량진1동 주민센터,02-820-2403,,서울시 동작구 장승배기로 28길 30,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),이동가능,,안쪽 열림 여닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,,,,,,,,,,공공,126.942,37.51231,194872.1661,445871.9559,공공시설,2,2,2,2,,,,2
1955,노량진2동 주민센터,02-820-2442,,서울시 동작구 노량진 2동 302-97,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,바깥 열림 여닫이문대변기 손잡이 이용 불편,,,,,,,,,,,,공공,126.93736,37.50846,194461.6549,445444.918,공공시설,2,2,2,2,,,,2
1956,동작자원봉사센터,02-592-0778,,서울시 동작구 사당 2동 137-1,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,,,,,,,,,,,,공공,126.98109,37.48661,198327.5763,443018.1768,공공시설,2,2,2,2,,,,2
1957,상도동 우체국,02-814-5634,,서울시 동작구 상도 2동 31-7,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,공공,126.9449,37.50501,195128.0834,445061.5951,공공시설,2,2,2,2,,,,2
1958,서울양천경찰서 목2지구대,02-2652-0112,,서울시 양천구 목3동 657-23 목2지구대 1층,,,접근은 좋으나 장애인용 화장실이 남자칸에만 있고 공간협소로 문을 닫고 이용이 어러움.,장애인용화장실일반주차장주출입구단차없음지상버스접근가능,턱이나계단없음,일반 주차장만 있음,이용가능(80cm 이상),,,남녀공용커튼식 접이문대변기 전면만 접근 가능대변기 손잡이 이용 불편,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.86237,37.54452,187837.2322,449454.187,공공시설,1,2,1,1,,,,1
1959,서울시립 목동청소년수련관,02-2642-1318,,서울시 양천구 목1동 918,,,생활체육 및 문화프로그램.    청소년 대상 이용.,장애인용화장실장애인용엘리베이터장애인용주차장일반주차장지상버스접근가능,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀공용안쪽 열림 여닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,,,,공공,126.87548,37.53074,188993.7768,447923.1598,공공시설,1,1,1,2,,,,1
1960,신정2지구대,02-2699-0678,,서울시 양천구 신정 4동 997-3,,,바깥 쪽에 전동 휠체어와 스쿠터 등을 충전시킬 수 있는  콘센트 있음.,장애인용화장실장애인용주차장일반주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,이용가능,이용가능(80cm 이상),,,남녀별도커튼식 접이문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,1,,,공공,126.86351,37.52445,187934.7445,447226.5156,공공시설,1,2,1,1,,,,1
1961,강서교육지원청 종합민원실,02-2600-0900,,서울시 양천구 신월5동 17-1,,,교통편 불편.  종합민원실은 접근 가능하나 다른 부서는 접근이 어려움.  승강기 역시 접근 힘듦.  장애인용 화장실 에 변기 물을 내리는 장치가 뒤쪽 위에 높이가 높아 물 내리기 힘듦.,장애인용화장실일반엘리베이터장애인용주차장일반주차장지상버스접근가능,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),,,남녀공용안쪽 열림 여닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,3,,,공공,126.82946,37.54141,184928.2507,449113.7806,공공시설,2,2,1,2,,,,1
1962,강서구민회관,02-3664-6046,,서울시 강서구 내발산동 산 19-1 강서구민회관,,,우장산그린공원 옆 위치.  문화센터.   지하철 저상버스 이용 불편함.  장콜 이용이 편리.   주차장에서 들어가는 문은 지하 1층임.  장애인 화장실 1층 위치.,장애인용화장실장애인용주차장일반주차장,,이용가능,이용가능(80cm 이상),,,남녀별도커튼식 접이문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,,,,공공,126.84163,37.55196,186005.7673,450282.8232,공공시설,2,2,1,4,,,,1
1963,신월1동 주민센터,02-2620-4050,,서울시 양천구 신월1동 135-18,,,주택가로 들어가 있어 찾기 쉽지 않음.,장애인용화장실장애인용주차장일반주차장지상버스접근가능,,이용가능,이용가능(80cm 이상),,,남녀공용바깥 열림 여닫이문대변기 측면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.83152,37.53283,185108.6006,448161.1765,공공시설,2,2,1,4,,,,1
1964,신월3동 주민센터,02-2620-4090,,서울시 양천구 신월3동 167-5,,,교통이 좋지 않음.  주택가로 들어가 있어 찾기 어려움.,장애인용화장실장애인용주차장일반주차장지상버스접근가능,,이용가능,이용가능(80cm 이상),,,남녀공용커튼식 접이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,,,,공공,126.8291,37.53364,184894.8678,448251.4626,공공시설,2,2,1,4,,,,1
1965,신정1동 주민센터,02-2620-4190,,서울시 양천구 신정1동 1051-11,,,,장애인용화장실일반화장실장애인용엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접근가,턱이나계단없음,이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀공용커튼식 접이문대변기 측면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,,,,,공공,126.85433,37.51858,187122.2542,446576.2358,공공시설,1,1,1,1,,,,1
